trial_number,learning_rate,final_score
1277,0.3325,223
1278,0.0001,211.1
1279,0.5833,184.3
1280,0.5589,229.9
1281,0.057,221
1282,0.568,195.1
1283,0.0833,222.2
1284,0.0001,234.2
1285,0.0001,70.8
1286,0.0001,204.6
1287,0.0001,226.9
1288,0.0001,68.9
1289,0.8899,223.6
1290,0.2487,240.5
1291,0.0001,227.8
1292,0.0628,234.4
1293,0.0702,67.2
1294,0.0001,237.7
1295,1.0001,230.1
1296,0.1485,70.4
1297,0.0001,224.7
1298,0.0001,210.3
1299,0.3058,185.8
1300,0.0001,213.4
1301,0.0197,215.3
1302,0.1769,224.1
1303,0.5052,213.5
1304,0.6503,250.1
1305,0.4558,246.1
1306,0.0982,218.8
1307,0.1496,226
1308,0.4798,78.4
1309,0.0001,223.4
1310,0.9074,200.7
1311,0.1615,47.8
1312,0.0001,226.7
1313,0.8068,219.5
1314,0.0001,215.6
1315,0.6373,218.6
1316,0.0001,60.4
1317,0.0001,240.5
1318,0.0001,86.3
1319,0.0001,240.5
1320,0.0001,68.7
1321,0.0001,225.4
1322,0.3791,217.5
1323,0.8874,73.5
1324,0.9299,232.9
1325,1.0001,225.8
1326,0.0001,208.8
1327,0.7843,237.6
1328,0.8447,234.8
1329,1.0001,243.2
1330,0.01,223
1331,0.2842,116.6
1332,0.0001,222.5
1333,0.8763,207.8
1334,1.0001,239.6
1335,0.8741,237.5
1336,0.3138,241.8
1337,0.0001,220.5
1338,1.0001,218.2
1339,0.5745,243.5
1340,0.0354,215.6
1341,0.6454,232.9
1342,0.0001,235.9
1343,0.3251,80.1
1344,0.0001,238.4
1345,0.0518,219.6
1346,0.6619,230.5
1347,0.0001,237.8
1348,0.5153,241.1
1349,0.8983,218.5
1350,0.4476,238.1
1351,0.0001,226.3
1352,0.0001,228.9
1353,0.5856,240
1354,0.0001,214.9
1355,0.0592,225.2
1356,0.1037,206.3
1357,0.0001,231.7
1358,0.2807,211.7
1359,0.0915,220
1360,0.8252,218.8
1361,0.0001,224.6
1362,0.2536,217.3
1363,0.2917,66.6
1364,0.2511,244.5
1365,0.0001,210.2
1366,0.0001,187
1367,0.0001,243.6
1368,0.4155,63.7
1369,0.9164,237.3
1370,0.0001,68
1371,0.7798,240.4
1372,0.0001,104.2
1373,0.0001,257.2
1374,0.3151,66.7
1375,0.667,230.6
1376,0.0001,205.9
1377,0.5301,252.2
1378,0.0001,229
1379,1.0001,200.4
1380,0.2895,76.4
1381,0.0001,196.7
1382,0.4322,213
1383,0.0001,223.4
1384,0.0001,206.5
1385,0.9838,200.7
1386,0.4705,233.6
1387,0.5577,248.4
1388,0.0001,234.7
1389,0.0001,230.8
1390,0.3471,244.7
1391,0.0723,219.5
1392,0.0001,224.7
1393,0.7312,196.8
1394,0.0001,245.3
1395,0.4365,218
1396,0.3448,213.1
1397,0.0182,242.6
1398,0.3494,208
1399,0.0001,245.5
1400,0.3325,224.7
1401,0.0253,238.5
1402,0.0001,65
1403,0.0001,208.1
1404,0.704,205.9
1405,0.0001,215.5
1406,0.0001,237.7
1407,0.6982,284.1
1408,0.0001,214.4
1409,0.8071,217.9
1410,0.9908,219.9
1411,0.5256,64.6
1412,0.2785,201.5
1413,0.093,221.5
1414,0.0001,243.7
1415,1.0001,236.6
1416,0.729,233.4
1417,1.0001,224
1418,0.6733,230.8
1419,0.8635,230.9
1420,0.0001,224.6
1421,0.0001,222.9
1422,0.7811,219.8
1423,0.0001,245.4
1424,0.9344,237
1425,0.7989,60.3
1426,0.6461,198
1427,0.2785,193
1428,0.7193,197.7
1429,0.1043,246.6
1430,0.0001,72.4
1431,0.8916,222.1
1432,0.6531,198
1433,0.5252,204
1434,0.0001,239.9
1435,0.807,184.3
1436,0.7466,79.9
1437,1.0001,181.6
1438,1.0001,244.8
1439,0.0868,222.4
1440,1.0001,219.8
1441,0.0001,227.5
1442,0.6256,204
1443,0.7185,225
1444,0.2322,243.4
1445,0.8547,78
1446,0.0001,207.1
1447,0.0495,254.7
1448,0.0824,192.4
1449,0.9651,236.5
1450,0.0001,64.1
1451,0.4906,208.2
1452,0.4786,251.1
1453,0.0001,67.1
1454,0.0001,232.1
1455,0.2188,222.6
1456,0.0001,247.4
1457,0.0757,55.6
1458,0.1017,242.2
1459,0.4925,202.2
1460,0.0153,208.7
1461,0.0001,236
1462,0.9755,237.7
1463,0.0001,70.2
1464,1.0001,230.5
1465,0.3976,225.6
1466,0.2844,219.1
1467,0.5267,251.3
1468,1.0001,243.9
1469,1.0001,199.6
1470,0.0001,235.8
1471,0.811,247.5
1472,0.407,239.5
1473,0.1452,210
1474,0.2656,227.4
1475,0.4021,202.2
1476,0.007,205.4
1477,0.0001,238
1478,1.0001,201
1479,0.0001,76.8
1480,0.8874,190.4
1481,0.6812,227.7
1482,0.0001,245.7
1483,0.0001,222.1
1484,0.0001,73.8
1485,0.9532,195.6
1486,1.0001,248.2
1487,0.0001,62.2
1488,0.0001,207.8
1489,0.0001,243.8
1490,0.1075,208.1
1491,0.0001,215.3
1492,0.8438,191
1493,0.0119,231.2
1494,0.1187,240.2
1495,0.0372,221.7
1496,0.8481,200.8
1497,0.6697,207.7
1498,0.0001,226.3
1499,0.0001,228
1500,0.6918,158.5
1501,0.5119,242
1502,0.0001,234.7
1503,0.0434,252
1504,0.5218,194.2
1505,1.0001,186.7
1506,0.7664,247.8
1507,0.0001,248.8
1508,0.0001,74.8
1509,0.4103,172.1
1510,0.0001,229
1511,0.0001,230.4
1512,0.0001,208
1513,0.5548,203.3
1514,0.0001,45.2
1515,0.742,62.4
1516,0.6834,236.8
1517,0.0001,184.5
1518,0.1309,219.3
1519,1.0001,229.8
1520,0.0001,237.2
1521,0.0001,241.3
1522,0.8405,225.9
1523,0.0208,235.1
1524,0.5972,214.8
1525,0.6321,205.7
1526,0.0001,186.2
1527,0.8797,238.1
1528,0.0001,242.4
1529,0.3069,74.8
1530,0.0001,233.8
1531,0.6611,215.5
1532,0.6995,68.5
1533,0.1529,250.8
1534,0.0001,258.4
1535,1.0001,222.5
1536,0.2362,166.3
1537,0.7942,232.4
1538,0.6905,86.3
1539,0.0439,227.5
1540,0.0001,64.2
1541,0.4356,226.9
1542,0.2956,244.5
1543,0.0001,237.7
1544,0.7924,225.8
1545,0.2312,219.3
1546,0.1,248.6
1547,0.0001,218.8
1548,0.1905,102.2
1549,0.8707,224.8
1550,0.0001,242.7
1551,0.7299,172.4
1552,1.0001,73.6
1553,0.0001,262.3
1554,0.1522,195.8
1555,0.4725,234.9
1556,0.2487,66.9
1557,0.7611,234.1
1558,0.0792,236.9
1559,0.2575,205.1
1560,0.2032,252.3
1561,0.6769,243.2
1562,0.1217,209.3
1563,0.287,205.7
1564,0.6371,67.8
1565,0.0001,215.5
1566,0.8405,226
1567,0.2272,216.4
1568,0.0633,250.4
1569,1.0001,205
1570,0.3994,227
1571,0.0001,229.1
1572,0.0001,210
1573,0.0001,208
1574,0.7586,214.2
1575,0.0001,247.5
1576,0.264,238.7
1577,1.0001,211.5
1578,0.0001,199.7
1579,0.0001,226.8
1580,0.3385,244.6
1581,0.2107,226.8
1582,0.0001,212.9
1583,0.9522,228.2
1584,0.0001,208.2
1585,0.0001,224.6
1586,0.4059,218.3
1587,0.1866,223.4
1588,0.0001,224.9
1589,0.0001,62.2
1590,0.4957,248.7
1591,0.724,238.7
1592,0.6395,211.6
1593,0.0001,74.4
1594,0.6032,214.8
1595,0.672,237
1596,0.3325,250.3
1597,0.5761,230.6
1598,0.5275,221.5
1599,0.0001,210.3
1600,1.0001,196.4
1601,0.0001,231.3
1602,0.4787,240.5
1603,0.0001,225.1
1604,1.0001,221.4
1605,0.5619,236.5
1606,0.4,244.6
1607,0.0001,224.4
1608,0.0001,257.4
1609,0.1311,234
1610,0.0001,234.2
1611,0.0001,209.4
1612,1.0001,241.4
1613,0.1949,197.8
1614,0.8662,160.5
1615,0.4297,227.2
1616,0.6871,194.1
1617,0.0001,256.3
1618,0.0001,224.7
1619,0.0001,232.7
1620,0.6871,215.1
1621,0.0001,72.6
1622,0.0001,245.6
1623,0.0616,226.7
1624,0.3943,141.8
1625,0.7752,243.4
1626,0.2483,217
1627,0.2803,236.6
1628,0.0678,227.2
1629,0.0001,244
1630,0.4414,226.9
1631,0.0099,69.4
1632,0.1666,203.6
1633,0.7422,245.5
1634,1.0001,225.9
1635,0.3802,228.1
1636,0.9442,226.1
1637,0.2447,161.2
1638,0.0001,226.5
1639,0.0001,246
1640,0.0001,234.3
1641,0.456,69.6
1642,1.0001,232.3
1643,0.4864,242.1
1644,0.0001,231.6
1645,0.0001,211.5
1646,0.4107,245.6
1647,0.0001,183.2
1648,1.0001,268.8
1649,1.0001,217.9
1650,0.0001,251.6
1651,0.1427,231.7
1652,0.0001,231.1
1653,0.5304,176.6
1654,0.0001,232.3
1655,0.0001,222.2
1656,0.0001,236.8
1657,1.0001,218.6
1658,0.4879,125.8
1659,0.0001,219
1660,0.0001,240
1661,0.0001,70.9
1662,0.0264,202.8
1663,0.13,226.8
1664,0.0001,222.2
1665,0.0001,238.4
1666,0.0827,229.9
1667,0.2615,238.2
1668,0.2399,206.6
1669,0.0001,222.7
1670,0.0001,237.5
1671,0.0001,257.3
1672,0.0001,203.4
1673,0.0001,246.2
1674,0.7098,233.2
1675,0.87,222.7
1676,0.0059,217.2
1677,0.0001,247.8
1678,0.0001,227.9
1679,0.3238,121.6
1680,0.0001,246.5
1681,0.0001,239.2
1682,0.2014,249.9
1683,1.0001,227.7
1684,0.0362,231.3
1685,0.0001,239.4
1686,0.0001,236.9
1687,1.0001,246.3
1688,0.0926,243.1
1689,0.0001,200.5
1690,0.3619,60.1
1691,0.1833,227.9
1692,0.0001,214.2
1693,0.0001,214.8
1694,0.0001,227
1695,0.7535,222
1696,0.4397,168.9
1697,0.5665,212.6
1698,0.0001,236.5
1699,1.0001,224.3
1700,0.0255,250.4
1701,0.0001,213.7
1702,0.8301,219.1
1703,1.0001,236.4
1704,0.0001,212.4
1705,0.0094,241.3
1706,0.0001,233.6
1707,0.592,266.5
1708,0.2704,217.5
1709,0.0001,219.8
1710,0.0001,235
1711,0.4578,225.3
1712,0.0001,231.4
1713,0.0001,232.8
1714,0.3515,246.7
1715,0.3214,237.1
1716,0.2694,247.1
1717,0.7236,237.8
1718,0.1157,56.9
1719,0.9895,239.2
1720,0.7899,256.6
1721,0.1644,202
1722,0.5123,251.4
1723,0.6433,224.3
1724,0.0001,221.6
1725,0.0001,219.5
1726,0.0001,230.1
1727,1.0001,222.3
1728,0.9682,205.7
1729,1.0001,223.2
1730,0.0001,60.9
1731,0.0001,64.5
1732,0.0001,219
1733,0.8058,226.3
1734,0.0001,243.1
1735,0.8279,68.5
1736,0.0001,252.2
1737,0.8564,208.7
1738,0.0921,240.4
1739,1.0001,243.9
1740,0.4937,239.9
1741,0.2358,216.4
1742,0.0001,198.8
1743,0.0001,224.5
1744,1.0001,224.7
1745,0.2072,245.7
1746,0.369,231.8
1747,0.0001,65.4
1748,1.0001,255.4
1749,1.0001,236.2
1750,0.0001,58.8
1751,0.3338,222
1752,0.9099,218.4
1753,0.843,251.2
1754,0.0001,209.8
1755,0.655,249.1
1756,0.2138,209.4
1757,0.0001,256.7
1758,0.6655,233.3
1759,0.5516,225.7
1760,0.5928,153.8
1761,0.1037,243.4
1762,0.0001,60.6
1763,0.365,199.1
1764,0.0001,232.2
1765,0.2895,223.7
1766,0.3432,251.6
1767,0.0001,234.4
1768,0.035,242.2
1769,0.6764,241.5
1770,0.7096,66.1
1771,0.8313,175.7
1772,0.0001,217.4
1773,0.4828,241.9
1774,0.0001,82.9
1775,0.6023,219.2
1776,0.4265,228.1
1777,0.0163,184
1778,0.3034,233.7
1779,1.0001,236.6
1780,0.0001,251.2
1781,0.0001,250.1
1782,0.0001,222.4
1783,0.7466,244.3
1784,0.0001,206.5
1785,0.0001,216.3
1786,0.9733,229.1
1787,0.2526,61.3
1788,1.0001,199.7
1789,0.3318,244.4
1790,1.0001,229.4
1791,0.5903,218.2
1792,1.0001,205.1
1793,0.7001,202.4
1794,0.0001,234.9
1795,0.2506,66
1796,0.0001,206.9
1797,0.2227,244.5
1798,0.0729,231.4
1799,0.0001,222.9
1800,1.0001,222
1801,0.7145,86.6
1802,0.5282,261
1803,1.0001,234.3
1804,0.4012,235.5
1805,0.3184,222.3
1806,0.0001,211.7
1807,0.0001,254.4
1808,0.0001,206.8
1809,0.7037,263.8
1810,0.0001,204
1811,0.8543,185.9
1812,0.0001,219
1813,0.1512,66.3
1814,0.0001,218.5
1815,0.6079,225.5
1816,0.0001,240.2
1817,0.7493,217.4
1818,0.2881,210.6
1819,0.0001,214
1820,0.7292,231.1
1821,0.0001,214.5
1822,0.9035,228.1
1823,0.2492,211.8
1824,0.0001,200.9
1825,0.8281,214.4
1826,0.3995,177.7
1827,0.2653,71.4
1828,0.635,238.1
1829,1.0001,223.8
1830,0.0001,205.6
1831,0.9097,219.2
1832,0.2168,228.4
1833,0.0001,200.5
1834,0.0001,243.4
1835,0.0001,206.1
1836,0.5864,236.4
1837,0.0001,222.1
1838,0.0001,213.9
1839,0.4429,228
1840,0.4885,259.7
1841,0.6766,250.7
1842,0.6035,267.6
1843,1.0001,158.1
1844,0.3607,58.5
1845,0.0001,213.2
1846,0.0001,231
1847,0.0001,223.7
1848,0.0001,152.5
1849,0.0001,221.8
1850,0.4211,191.3
1851,0.4149,250.7
1852,0.7397,193.8
1853,0.0001,199.5
1854,0.7528,230.7
1855,0.0001,233.3
1856,0.6606,65.9
1857,0.0119,236.1
1858,0.0001,242.3
1859,0.5057,211.6
1860,1.0001,259.1
1861,0.8831,223.6
1862,0.0001,221.8
1863,0.0001,217.5
1864,0.546,236.2
1865,0.4792,228.2
1866,0.2558,218.2
1867,0.7022,219
1868,0.4435,201.4
1869,0.0001,231.4
1870,0.6693,224.2
1871,0.0001,222.5
1872,0.3755,220.9
1873,0.7967,242.9
1874,0.0001,75.3
1875,1.0001,238.5
1876,0.0001,222.7
1877,0.1406,226.9
1878,0.6084,203.8
1879,1.0001,267.9
1880,0.5776,232.3
1881,0.0001,201.6
1882,0.0001,238.9
1883,0.0001,226.8
1884,0.0408,226
1885,0.862,237.8
1886,0.0001,244
1887,0.4806,73
1888,0.0001,220.4
1889,0.0001,182.9
1890,0.537,214.1
1891,0.0001,211.9
1892,0.0001,208.4
1893,0.0001,243
1894,0.6089,262.4
1895,0.013,69.4
1896,0.0001,217.9
1897,0.7579,219.3
1898,0.0001,204.6
1899,0.9539,210.4
1900,0.0001,229.8
1901,0.0001,218.2
1902,0.0001,188.8
1903,0.2854,222.8
1904,1.0001,238.1
1905,1.0001,208.4
1906,0.7799,216.9
1907,0.0001,249.9
1908,0.0001,239.4
1909,0.7712,250.7
1910,0.6885,228.9
1911,0.0001,238.4
1912,0.0001,235.2
1913,0.447,214.5
1914,0.0625,250.9
1915,0.4465,226.1
1916,0.4953,217.2
1917,0.8742,215.9
1918,0.0001,211.5
1919,0.0001,239.5
1920,0.0582,209.9
1921,0.0001,196.7
1922,0.0001,53.4
1923,0.0001,246.1
1924,0.2272,174.4
1925,0.1084,210.2
1926,0.0001,75.9
1927,0.0001,204.9
1928,0.8387,234.1
1929,0.7298,237.6
1930,0.7141,207.3
1931,1.0001,215
1932,0.7164,237.6
1933,0.0001,210.2
1934,1.0001,212.9
1935,0.0392,238.1
1936,0.9366,83.5
1937,0.0001,215.2
1938,1.0001,240.4
1939,0.7879,227
1940,0.0001,61.1
1941,0.813,216.4
1942,0.0083,69.3
1943,0.7451,239.8
1944,0.0001,235.4
1945,0.0001,224.6
1946,0.1851,227
1947,1.0001,67.6
1948,0.0406,228.6
1949,0.0001,261.3
1950,0.7925,235.8
1951,0.0005,222.8
1952,0.0001,255.8
1953,0.5641,226.2
1954,0.0001,77.8
1955,0.0001,236.2
1956,1.0001,249.7
1957,0.0001,202.8
1958,0.1703,220.7
1959,0.0562,58.9
1960,0.0001,229.1
1961,0.6291,216.6
1962,0.0001,224.3
1963,0.0001,230.3
1964,0.0001,224.9
1965,0.0001,224.6
1966,0.0001,243.2
1967,0.0001,219.1
1968,0.6608,57.5
1969,0.0001,225.9
1970,0.0001,80.4
1971,0.4202,227.5
1972,0.2171,246.3
1973,0.2228,224.4
1974,0.4965,223.6
1975,0.1654,250.1
1976,0.0001,217.8
1977,0.728,236.9
1978,0.7429,262.8
1979,0.3353,221
1980,0.0001,198.1
1981,0.6394,202.5
1982,0.0001,240
1983,0.2486,249.9
1984,0.774,243.9
1985,0.0001,219
1986,0.0001,58.2
1987,0.9422,221.1
1988,0.8162,155.1
1989,0.0518,221.7
1990,0.9134,237.2
1991,0.0001,208.3
1992,0.7656,209.5
1993,0.0001,217.6
1994,0.2175,234
1995,0.0001,210.2
1996,0.2167,211.1
1997,0.7929,236
1998,0.0691,60.6
1999,1.0001,231.3
2000,0.9608,221
2001,0.6286,222.7
2002,0.0001,209.3
2003,0.051,222.4
2004,0.179,227.4
2005,0.0001,216.4
2006,0.5412,205.4
2007,0.0001,194.5
2008,0.1225,246.5
2009,0.7927,245.8
2010,0.5297,215.8
2011,0.9907,207.5
2012,0.0647,211.1
2013,0.0001,231.5
2014,0.0053,56.2
2015,0.0001,238.2
2016,0.4864,69.7
2017,1.0001,213.3
2018,0.0747,244.5
2019,0.4897,215.2
2020,0.0001,203.7
2021,0.0001,210
2022,0.616,242.5
2023,0.6467,194.8
2024,0.0001,221.2
2025,1.0001,219.9
2026,0.0001,235.6
2027,0.1279,179.3
2028,0.581,260
2029,0.1902,245.2
2030,0.8479,201.1
2031,0.0001,225.2
2032,1.0001,255.5
2033,0.0001,239.4
2034,0.98,215.8
2035,0.0001,224.6
2036,0.6147,219.3
2037,0.4709,216.4
2038,0.8407,236.5
2039,0.0001,245.3
2040,1.0001,234.5
2041,0.3784,240.3
2042,0.0789,60.7
2043,0.6093,220.9
2044,0.53,214.3
2045,0.0001,47.3
2046,0.1956,243.6
2047,0.907,148.3
2048,0.7682,205.7
2049,0.0001,215.3
2050,1.0001,77.4
2051,0.5014,252.6
2052,0.0001,239
2053,0.7415,233.9
2054,0.0001,187.5
2055,0.2224,74.1
2056,0.0001,237.3
2057,1.0001,164.9
2058,0.0001,234.4
2059,1.0001,272.6
2060,0.0504,71.6
2061,0.0001,64.9
2062,0.828,221.4
2063,0.0023,230.5
2064,0.4424,249
2065,0.0425,198.9
2066,0.7808,226.7
2067,0.0001,226.6
2068,0.4632,218.1
2069,1.0001,234.3
2070,0.0001,254
2071,0.0052,221.5
2072,0.0001,239.1
2073,0.0001,230.9
2074,0.0001,207.5
2075,0.0001,215.7
2076,0.0001,220.2
2077,0.431,231.9
2078,0.0001,67.2
2079,0.0001,233.2
2080,0.8728,223.2
2081,0.0001,211.8
2082,0.0001,235.8
2083,0.6805,218.2
2084,0.0001,252.4
2085,0.338,231.5
2086,0.0001,192.9
2087,0.2877,233.3
2088,0.3007,215
2089,0.0001,58
2090,0.0001,221.1
2091,0.3591,209.1
2092,0.0001,215.8
2093,0.0673,125.4
2094,0.095,234.6
2095,0.1577,77.4
2096,0.0001,240.4
2097,0.7762,247.8
2098,0.1672,244.8
2099,0.0001,234.2
2100,0.8605,237.7
2101,0.4743,112.7
2102,0.0001,215.9
2103,0.4172,240.5
2104,0.0234,201.4
2105,0.9415,102
2106,0.3304,246.6
2107,0.2217,212.8
2108,0.8513,218
2109,0.8722,242.4
2110,0.0001,211.5
2111,0.0049,220.7
2112,0.0001,206
2113,0.0001,245.6
2114,0.0001,238.2
2115,0.0001,239.2
2116,0.0001,250.9
2117,0.0001,218.5
2118,0.0001,240.2
2119,0.9609,242.2
2120,0.0001,221.7
2121,0.929,223.2
2122,1.0001,245.4
2123,0.8631,245.9
2124,0.0001,209.8
2125,0.0001,224.4
2126,0.1444,234.6
2127,0.9265,129.7
2128,0.0001,196
2129,0.0001,238.7
2130,0.0001,64.1
2131,0.7085,209
2132,0.8348,245.3
2133,0.7287,228.4
2134,0.7986,248.7
2135,0.7188,118.3
2136,0.2423,203.1
2137,0.2801,235.2
2138,0.0001,245.5
2139,0.0001,218.6
2140,0.4424,66.2
2141,0.3915,199.6
2142,0.504,213.2
2143,0.3591,59.8
2144,0.0001,209.2
2145,0.0001,233.5
2146,0.7277,212.7
2147,0.7619,211.6
2148,0.0001,192.8
2149,0.0001,64.2
2150,0.8725,239.4
2151,0.0001,214
2152,0.2167,209.3
2153,0.0001,248.5
2154,0.0252,215.8
2155,0.0526,220.3
2156,0.0162,204.1
2157,0.3546,68.6
2158,0.0001,82.9
2159,1.0001,211.5
2160,1.0001,252.3
2161,0.0001,223.4
2162,0.8019,222.8
2163,0.57,211.8
2164,0.6231,195.6
2165,0.203,222.7
2166,0.0001,67.4
2167,0.1831,224.1
2168,0.6953,222.1
2169,0.0001,232.8
2170,0.098,201.1
2171,0.3951,237.8
2172,0.0001,219.5
2173,0.0001,206.7
2174,0.0294,71.1
2175,0.0001,43.9
2176,0.0753,237
2177,0.0001,226
2178,0.7646,166.9
2179,0.0001,200.2
2180,0.0001,73.4
2181,0.138,72.1
2182,0.0001,216.7
2183,0.0211,213.3
2184,0.0825,205.2
2185,0.8371,225.6
2186,0.7558,223.4
2187,0.6717,232.3
2188,0.5497,223.8
2189,0.2625,256
2190,0.7709,220.6
2191,0.0132,225
2192,0.1445,208.3
2193,1.0001,238.8
2194,0.2851,226.7
2195,0.9149,79.3
2196,0.3402,237.2
2197,0.0001,212.4
2198,0.9934,224.7
2199,0.9857,209.6
2200,0.4643,218
2201,0.0001,250.2
2202,0.2775,218.5
2203,0.5166,104.5
2204,0.1164,79.4
2205,0.671,242.7
2206,0.5579,209.3
2207,0.3718,249
2208,0.0001,69
2209,0.0001,226.4
2210,0.0001,57.6
2211,0.0001,221.9
2212,0.3868,225.1
2213,0.0601,237.8
2214,0.4802,233.7
2215,1.0001,207.4
2216,0.6958,222.9
2217,0.1205,209.2
2218,0.2004,211.7
2219,0.0001,215.7
2220,0.0001,197.4
2221,0.7398,228.7
2222,0.0586,215.9
2223,0.8548,39.7
2224,0.0001,227
2225,0.0001,196.2
2226,0.0001,214.9
2227,0.0001,249.3
2228,0.9514,4.7
2229,0.4973,251.7
2230,0.0001,219.1
2231,0.2167,66.9
2232,0.0001,196.1
2233,0.3891,233
2234,1.0001,212.7
2235,0.4229,228.5
2236,0.0001,71.6
2237,0.0001,205.9
2238,0.1141,244.6
2239,0.3261,232.6
2240,0.1168,62.4
2241,0.4426,221.9
2242,0.1457,218.8
2243,0.1047,191.8
2244,0.0001,247.6
2245,1.0001,247.4
2246,0.1173,67.8
2247,0.3541,227.5
2248,0.0001,61.8
2249,0.8259,219.3
